dt1,open,high,low,close,volume
2022-09-27 10:00:00,1384.4,1389.44,1383.2,1387.02,18972.6034
2022-09-27 11:00:00,1387.02,1399.06,1382.01,1388.81,31541.5301
2022-09-27 12:00:00,1388.82,1400.0,1385.59,1392.06,39557.162
2022-09-27 13:00:00,1392.07,1399.16,1379.57,1388.0,48576.8513
2022-09-27 14:00:00,1387.99,1391.58,1380.18,1388.36,37177.9741
2022-09-27 15:00:00,1388.35,1390.5,1364.62,1365.18,40918.477
2022-09-27 16:00:00,1365.19,1367.68,1320.11,1331.83,84949.2332
2022-09-27 17:00:00,1331.84,1331.84,1308.5,1314.3,56863.223
2022-09-27 18:00:00,1314.31,1325.72,1303.75,1323.11,44092.1601
2022-09-27 19:00:00,1323.11,1331.63,1311.78,1324.6,42662.0045
2022-09-27 20:00:00,1324.6,1325.29,1317.19,1324.88,20822.3103
2022-09-27 21:00:00,1324.88,1325.93,1316.69,1322.05,12397.2906
2022-09-27 22:00:00,1322.06,1331.43,1317.04,1330.01,21353.9973
2022-09-27 23:00:00,1330.0,1335.16,1326.56,1328.02,23735.5418
2022-09-28 00:00:00,1328.01,1340.44,1328.01,1333.63,23431.1013
2022-09-28 01:00:00,1333.63,1336.71,1306.0,1310.78,46516.643
2022-09-28 02:00:00,1310.79,1312.71,1267.13,1277.15,95207.036
2022-09-28 03:00:00,1277.14,1288.68,1275.91,1287.23,27013.4756
2022-09-28 04:00:00,1287.24,1288.98,1280.99,1283.93,23634.4365
2022-09-28 05:00:00,1283.92,1286.99,1277.19,1286.46,19873.0477
2022-09-28 06:00:00,1286.46,1293.45,1277.39,1277.47,25425.1691
2022-09-28 07:00:00,1277.48,1286.58,1266.52,1285.53,54482.321
2022-09-28 08:00:00,1285.52,1285.95,1276.88,1282.67,28847.1597
2022-09-28 09:00:00,1282.68,1283.83,1270.0,1273.24,29262.5762
2022-09-28 10:00:00,1273.23,1311.74,1253.2,1302.75,114942.3888
2022-09-28 11:00:00,1302.74,1305.6,1287.83,1295.31,34164.4409
2022-09-28 12:00:00,1295.31,1311.42,1293.69,1304.29,32954.6805
2022-09-28 13:00:00,1304.29,1318.55,1298.17,1310.58,54863.1043
2022-09-28 14:00:00,1310.57,1331.64,1305.0,1325.77,53915.7043
2022-09-28 15:00:00,1325.78,1332.9,1322.17,1331.78,31400.0194
2022-09-28 16:00:00,1331.78,1339.35,1328.41,1329.35,34359.5636
2022-09-28 17:00:00,1329.34,1335.35,1310.54,1322.05,40284.2682
2022-09-28 18:00:00,1322.05,1336.24,1314.5,1333.18,28658.2035
2022-09-28 19:00:00,1333.18,1343.75,1322.0,1334.12,28112.6479
2022-09-28 20:00:00,1334.13,1355.47,1333.1,1350.44,36117.0354
2022-09-28 21:00:00,1350.43,1355.7,1341.04,1345.44,18640.0547
2022-09-28 22:00:00,1345.43,1346.63,1333.52,1338.04,24369.2211
2022-09-28 23:00:00,1338.03,1344.01,1335.1,1337.2,12840.6144
2022-09-29 00:00:00,1337.2,1344.28,1327.37,1334.21,26548.1106
2022-09-29 01:00:00,1334.21,1352.02,1333.09,1344.48,24648.7285
2022-09-29 02:00:00,1344.48,1346.84,1330.52,1336.71,27410.8023
2022-09-29 03:00:00,1336.71,1343.59,1332.2,1342.0,19250.4428
2022-09-29 04:00:00,1342.01,1345.92,1339.12,1341.26,17595.7483
2022-09-29 05:00:00,1341.26,1344.86,1329.23,1332.35,27248.6443
2022-09-29 06:00:00,1332.36,1332.36,1322.14,1328.58,26754.5802
2022-09-29 07:00:00,1328.58,1330.53,1313.55,1322.0,41568.1798
2022-09-29 08:00:00,1321.99,1325.5,1314.0,1324.24,32223.2518
2022-09-29 09:00:00,1324.23,1340.09,1322.49,1337.0,38342.7982
2022-09-29 10:00:00,1336.99,1342.1,1332.36,1336.7,18083.494
2022-09-29 11:00:00,1336.71,1345.24,1332.54,1336.56,25573.3828
2022-09-29 12:00:00,1336.57,1337.73,1312.43,1319.88,61997.2915
2022-09-29 13:00:00,1319.87,1329.86,1294.34,1301.1,82098.6943
2022-09-29 14:00:00,1301.1,1324.22,1288.52,1320.22,67402.1645
2022-09-29 15:00:00,1320.22,1332.93,1317.25,1326.8,44826.5751
2022-09-29 16:00:00,1326.81,1348.25,1314.64,1337.45,46226.6696
2022-09-29 17:00:00,1337.45,1341.94,1326.09,1326.53,25964.5066
2022-09-29 18:00:00,1326.53,1339.98,1319.67,1326.86,31906.0736
2022-09-29 19:00:00,1326.85,1341.95,1326.63,1333.31,25489.8258
2022-09-29 20:00:00,1333.3,1339.57,1330.0,1337.81,11863.1949
2022-09-29 21:00:00,1337.8,1338.71,1331.51,1332.68,8528.782
2022-09-29 22:00:00,1332.68,1340.95,1324.07,1329.28,21355.5313
2022-09-29 23:00:00,1329.28,1337.87,1326.13,1335.7,17684.2167
2022-09-30 00:00:00,1335.69,1352.3,1327.5,1337.51,48972.1821
2022-09-30 01:00:00,1337.52,1338.22,1328.26,1335.97,21216.121
2022-09-30 02:00:00,1335.97,1336.88,1325.0,1326.39,19012.3308
2022-09-30 03:00:00,1326.38,1329.61,1320.12,1327.49,19747.853
2022-09-30 04:00:00,1327.5,1331.07,1325.8,1328.49,10271.9938
2022-09-30 05:00:00,1328.49,1335.59,1328.17,1329.87,13538.5638
2022-09-30 06:00:00,1329.87,1334.63,1329.53,1332.98,11554.2621
2022-09-30 07:00:00,1332.98,1346.1,1332.37,1339.88,34451.5013
2022-09-30 08:00:00,1339.89,1349.36,1337.3,1348.6,21052.0487
2022-09-30 09:00:00,1348.61,1349.0,1339.17,1342.47,19481.4638
2022-09-30 10:00:00,1342.48,1344.68,1332.09,1337.08,24261.5923
2022-09-30 11:00:00,1337.07,1339.63,1326.01,1330.8,24105.734
2022-09-30 12:00:00,1330.79,1343.5,1313.35,1327.48,92473.8342
2022-09-30 13:00:00,1327.47,1337.0,1315.71,1335.63,50125.1537
2022-09-30 14:00:00,1335.63,1364.27,1332.6,1360.09,82258.2393
2022-09-30 15:00:00,1360.1,1373.19,1348.06,1351.09,54826.5483
2022-09-30 16:00:00,1351.09,1361.72,1342.22,1352.24,37594.6339
2022-09-30 17:00:00,1352.24,1357.2,1341.21,1345.28,20612.4276
2022-09-30 18:00:00,1345.29,1354.24,1342.89,1347.65,23402.3257
2022-09-30 19:00:00,1347.65,1354.97,1333.0,1337.56,29799.6179
2022-09-30 20:00:00,1337.54,1344.98,1328.02,1331.73,27646.811
2022-09-30 21:00:00,1331.73,1331.74,1323.01,1323.18,12855.5882
2022-09-30 22:00:00,1323.18,1326.87,1316.41,1322.49,29335.5503
2022-09-30 23:00:00,1322.49,1329.22,1319.13,1328.72,12157.2342
2022-10-01 00:00:00,1328.71,1333.69,1324.36,1327.36,11395.7682
2022-10-01 01:00:00,1327.35,1332.42,1326.0,1331.49,7589.64
2022-10-01 02:00:00,1331.48,1332.49,1329.3,1330.16,9094.2691
2022-10-01 03:00:00,1330.16,1331.48,1325.51,1329.61,8034.7774
2022-10-01 04:00:00,1329.61,1331.31,1326.88,1328.93,11321.9829
2022-10-01 05:00:00,1328.93,1330.85,1323.28,1329.16,12555.8093
2022-10-01 06:00:00,1329.17,1329.17,1326.25,1327.64,7014.5231
2022-10-01 07:00:00,1327.65,1330.73,1325.0,1328.81,6645.0155
2022-10-01 08:00:00,1328.81,1332.58,1328.79,1331.62,6050.5895
2022-10-01 09:00:00,1331.61,1333.0,1329.5,1330.78,6235.3271
2022-10-01 10:00:00,1330.78,1332.05,1327.26,1329.63,7068.6431
2022-10-01 11:00:00,1329.62,1330.18,1317.24,1325.42,17882.9966
2022-10-01 12:00:00,1325.41,1326.2,1319.2,1323.05,12468.8147
2022-10-01 13:00:00,1323.05,1330.0,1321.4,1325.93,11679.6246
2022-10-01 14:00:00,1325.94,1326.71,1321.82,1322.82,6734.0834
2022-10-01 15:00:00,1322.82,1325.13,1320.28,1322.63,8386.4252
2022-10-01 16:00:00,1322.62,1324.22,1305.53,1310.95,27154.8399
2022-10-01 17:00:00,1310.95,1315.34,1306.71,1313.29,13110.031
2022-10-01 18:00:00,1313.29,1316.62,1307.64,1315.64,12796.7534
2022-10-01 19:00:00,1315.64,1317.54,1307.53,1311.96,11328.2951
2022-10-01 20:00:00,1311.95,1311.96,1302.68,1309.52,18269.7054
2022-10-01 21:00:00,1309.52,1315.23,1309.34,1313.21,6478.6613
2022-10-01 22:00:00,1313.21,1316.27,1311.86,1312.79,7462.8931
2022-10-01 23:00:00,1312.8,1314.35,1309.6,1311.79,5322.4367
2022-10-02 00:00:00,1311.79,1315.94,1306.36,1310.55,10306.1976
2022-10-02 01:00:00,1310.54,1311.49,1305.23,1307.89,10364.7958
2022-10-02 02:00:00,1307.88,1312.36,1307.0,1310.75,6306.8272
2022-10-02 03:00:00,1310.75,1312.23,1308.29,1309.55,5358.7424
2022-10-02 04:00:00,1309.56,1312.97,1307.72,1312.88,10020.0935
2022-10-02 05:00:00,1312.87,1317.16,1310.8,1313.0,14830.2637
2022-10-02 06:00:00,1313.01,1317.93,1311.25,1312.5,11530.5413
2022-10-02 07:00:00,1312.49,1313.65,1308.41,1311.14,15117.0022
2022-10-02 08:00:00,1311.14,1312.99,1306.38,1309.99,8428.349
2022-10-02 09:00:00,1309.99,1310.85,1304.34,1307.0,8145.8721
2022-10-02 10:00:00,1307.0,1308.16,1280.63,1289.62,47955.2968
2022-10-02 11:00:00,1289.62,1303.73,1287.64,1297.87,22525.5892
2022-10-02 12:00:00,1297.87,1301.24,1292.28,1295.4,13770.3373
2022-10-02 13:00:00,1295.4,1300.36,1292.26,1297.25,13290.2719
2022-10-02 14:00:00,1297.26,1298.83,1286.52,1290.0,16200.913
2022-10-02 15:00:00,1290.0,1294.27,1289.01,1293.32,8504.5615
2022-10-02 16:00:00,1293.33,1302.48,1292.85,1296.69,11887.9153
2022-10-02 17:00:00,1296.68,1298.37,1295.3,1297.63,8155.8796
2022-10-02 18:00:00,1297.62,1298.22,1291.41,1296.14,9338.0471
2022-10-02 19:00:00,1296.14,1313.87,1295.84,1304.83,26691.8281
2022-10-02 20:00:00,1304.82,1307.5,1302.85,1302.85,6188.9011
2022-10-02 21:00:00,1302.85,1303.43,1292.06,1300.55,15662.5287
2022-10-02 22:00:00,1300.55,1305.57,1286.7,1290.0,23723.1104
2022-10-02 23:00:00,1290.0,1291.5,1270.0,1276.72,47436.1759
2022-10-03 00:00:00,1276.72,1285.04,1263.04,1281.92,32173.1912
2022-10-03 01:00:00,1281.91,1299.21,1281.45,1298.25,33266.0509
2022-10-03 02:00:00,1298.26,1300.75,1289.07,1289.53,13438.0979
2022-10-03 03:00:00,1289.52,1296.18,1289.29,1291.8,11025.3074
2022-10-03 04:00:00,1291.8,1292.87,1286.79,1288.01,9429.6458
